#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_thessalia_adj;Thessalian;;thessaler;;;;;;;;;;;x
d_thraki;Thraki;Thraki;Thraki;;Thraki;;;;;;;;;x
d_thraki_adj;Thrakian;;thraker;;;;;;;;;;;x
d_voreios_aigaion;Voreios Aigaion;Voreios Aigaion;Voreios Aigaion;;Voreios Aigaion;;;;;;;;;x
d_voreios_aigaion_adj;Voreios Aigaionian;;Voreios Aigaioner;;;;;;;;;;;x
d_wilusa;Wilusa;Wilusa;Wilusa;;Wilusa;;;;;;;;;x
d_wilusa_adj;Wilusan;;wiluser;;;;;;;;;;;x
d_yehuda;Yehuda;Yehuda;Yehuda;;Yehuda;;;;;;;;;x
d_yehuda_adj;Yehudan;;yehuder;;;;;;;;;;;x
d_yisrael;Yisra'el;Yisra'el;Yisra'el;;Yisra'el;;;;;;;;;x
d_yisrael_adj;Yisra'elian;;yisra'eler;;;;;;;;;;;x
