###########Imperial Authority Announcement Events###########
EVTDESCFKREL200;You enter the temple complex along with your child, cleansed and in the proper garb. The priests of each deity eagerly await your choice of patron for your young one, they display the images of their mighty lives and deeds... Now is the time to choose.;;;;;;;;;;;;;x
EVTOPTAFKREL200;"I devote my child to you, oh Lord of all lands...";;;;;;;;;;;;;x
EVTOPTBFKREL200;"I devote my child to you, The Sun of the Earth...";;;;;;;;;;;;;x
EVTOPTCFKREL200;"I devote my child to you, Exalted Son of Tarhunna...";;;;;;;;;;;;;x

EVTDESCFKP206;You call upon the temple functionaries to allow you access to an altar, so that you may perform the sacrifices needed to appease the gods.;;;;;;;;;;;;;x
EVTOPTAFKP206;May this offering appease the gods!;;;;;;;;;;;;;x
all_curses_absolved_TT;All your curses are absolved!;;;;;;;;;;;;;x

###########Palace Bureaucracy Decisions and Events###########
bureaucratic_reform;Reform Palace Bureaucracy;;;;;;;;;;;;;x
bureaucratic_reform_desc;Reform the palace bureaucracy so that you may govern your realm more effectively...;;;;;;;;;;;;;x
has_not_reformed_10ys_TT;Has not attempted to reform the bureaucracy for ten years.;;;;;;;;;;;;;x

sell_positions;Sell Positions within your Palace Bureaucracy;;;;;;;;;;;;;x
sell_positions_desc;Sell positions in your palace so that you may enrich yourself.;;;;;;;;;;;;;x
has_not_sold_7ys_TT;Has not sold any positions for seven years.;;;;;;;;;;;;;x

request_personal_tribute;Request Personal Tribute;;;;;;;;;;;;;x
request_personal_tribute_desc;You can request that tribute which would go to your liege go directly to your palace.;;;;;;;;;;;;;x

EVTDESCFKR201;Your palace has grown to such an extent it has become pertinent to consider the efficiency of your bureaucracy.;;;;;;;;;;;;;x

#Good Events
EVTDESCFKR206;With an outstanding education, you are widely seen as a model bureaucrat.;;;;;;;;;;;;;x
EVTDESCFKR207;Rumors from the palace have arrived suggesting an outstanding provincial lord is a model of excellency to his people and of your realm. You praise this lord for his great service for your realm.;;;;;;;;;;;;;x

EVTDESCFKR208;As the palace council grows more powerful, the efficiency of your realm increases in kind.;;;;;;;;;;;;;x

EVTDESCFKR210;Your [From.GetJobTitle] has improved the efficiency of your government proceedings.;;;;;;;;;;;;;x

#Bad Events
EVTDESCFKR212;Fully unprepared for the ruling of a realm, you have made a mess of the bureaucracy of [Root.PrimaryTitle.GetName].;;;;;;;;;;;;;x
EVTDESCFKR213;Rumors from the palace have arrived of an incompetent provincial lord that has mismanaged their position in the provinces.;;;;;;;;;;;;;x

EVTDESCFKR214;As the palace council grows increasingly weaker, your realm's efficiency has suffered in equal proportions.;;;;;;;;;;;;;x

EVTDESCFKR216;Your weak [From.GetJobTitle] is bumbling through and causing a ruckus with you and the other palace officals who lament the clownish depravity of the council.;;;;;;;;;;;;;x

EVTDESCFKR217;In the chaos of the ascension of a new ruler, the bureaucratic efficiency of the realm has decreased.;;;;;;;;;;;;;x
EVTOPTAFKR217;In time the palace will be a model of bureaucratic standards.;;;;;;;;;;;;;x

EVTDESCFKR219;With a family member in a position of power, it is whispered that deep seated corruption lurks in your palace.;;;;;;;;;;;;;x
EVTOPTAFKR219;This is most concerning...;;;;;;;;;;;;;x

EVTDESCFKR222;The enemies have broken the gates of your palace, and your seat of government burns as palace officals try desperately to save what little they could of records and texts from the seering flame. You stand dumbfounded as you watch the burning ruins of your palace.;;;;;;;;;;;;;x
EVTOPTAFKR222;What a horrible sight!;;;;;;;;;;;;;x

#Changes in Palace Bureaucracy

##Decrease##
EVTDESCFKR230;Your palace is filled with imbeciles, they have squandered the resources of your realm in displays of bloated inefficiency.;;;;;;;;;;;;;x
EVTOPTAFKR230;The fools.;;;;;;;;;;;;;x

EVTDESCFKR231;Whether due to the lavish nature of palace life or years of mismanagement, the efficiency of your council has diminished.;;;;;;;;;;;;;x
EVTOPTAFKR231;For shame!;;;;;;;;;;;;;x

##Increase##
EVTDESCFKR232;Your realm has seen increased prosperity through the hard work of the palace bureaucrats.;;;;;;;;;;;;;x
EVTOPTAFKR232;There is still much to do.;;;;;;;;;;;;;x

EVTDESCFKR233;Your palace is running smoothly and efficiently.;;;;;;;;;;;;;x
EVTOPTAFKR233;All it takes is harmony and righteous deeds.;;;;;;;;;;;;;x

#Bureaucratic Reforms
EVTDESCFKR234;After consulting with the members of the palace, you have decided to reform the proceeding of the palace life. Now you must plan how much to invest into the plan.;;;;;;;;;;;;;x
EVTOPTAFKR234;The plan as is should be fine, there is no need to spend much.;;;;;;;;;;;;;x
EVTOPTBFKR234;Perhaps allocating a considerable amount is what I need...;;;;;;;;;;;;;x
EVTOPTCFKR234;By the grace of the gods, I shall spend a great fortune on reform!;;;;;;;;;;;;;x

#Bureaucratic Reform Results
EVTDESCFKR235;Your palace appears to be less efficent than it was before you attemped your great reforms. You resign yourself to your throne to contemplate what has gone wrong.;;;;;;;;;;;;;x
EVTDESCFKR236;The reforms you have enacted have seen some success, however, the reforms haven't been as revolutionary as you were hoping.;;;;;;;;;;;;;x
EVTOPTAFKR236;This is still a start.;;;;;;;;;;;;;x
EVTDESCFKR237;The reforms you have enacted have been a great success, vastly improving the administrative efficiency of your realm.;;;;;;;;;;;;;x
EVTOPTAFKR237;May these reforms usher in a new era!;;;;;;;;;;;;;x

###########Stratocracy: Militarization Events###########
become_stratocrat;Become a Stratocrat;;;;;;;;;;;;;x
become_stratocrat_desc;As a proud warrior whose blood is filled with that great martial spirit, you must lead your people and their strict martial hierarchy.;;;;;;;;;;;;;x
reject_stratocracy;Rejected Stratocracy;;;;;;;;;;;;;x
reject_stratocracy_desc;It is your choice to choose the path my people would go down, and you have decided to lead your people down a different path then your birthright entails.;;;;;;;;;;;;;x

EVTDESCFKR301;As your stratocratic traditions evolve, you must maintain an always ready army to defeat the enemy in battle and grind down the subjugated people.;;;;;;;;;;;;;x

#Good Events
EVTDESCFKR305;You have become a model warrior to your realm whom idolize your martial prowess.;;;;;;;;;;;;;x
EVTDESCFKR306;Rumors have reached you of a great commander in the realm earning praise from all corners of [Root.PrimaryTitle.GetName].;;;;;;;;;;;;;x

EVTDESCFKR308;A quality marshal has emerged from your palace council. Glory to [Root.PrimaryTitle.GetName]!;;;;;;;;;;;;;x

EVTDESCFKR310;A quality commander has emerged from your training grounds. Glory to [Root.PrimaryTitle.GetName]!;;;;;;;;;;;;;x

#Bad Events
EVTDESCFKR311;Your lack of martial ability is troubling to your vassals and troops...;;;;;;;;;;;;;x
EVTDESCFKR312;Rumors has reached your ears suggesting a misguided warrior has become a subject of mockery to their people and of your realm..;;;;;;;;;;;;;x

EVTDESCFKR314;A lacking marshal has emerged from your palace council.;;;;;;;;;;;;;x

EVTDESCFKR316;A lacking commander has emerged from your training grounds.;;;;;;;;;;;;;x

EVTDESCFKR321;Your militarization has degraded as a result of your recent defeat.;;;;;;;;;;;;;x

#Changes in Militarization Levels

##Decrease##
EVTDESCFKR317;Your so-called warriors have squandered the resources of your realm in disasterous campaigns, and now your realm's martial traditions are reduced.;;;;;;;;;;;;;x
EVTDESCFKR318;Whether due to a battlefield miscalculation or a poor campaign, the martial traditions of your people have diminished.;;;;;;;;;;;;;x

##Increase##
EVTDESCFKR319;Whether due to the great work of your commanders or your Marshal's rousing speeches, your armies appear to be better equipped to meet the needs of your realm. Your realm has seen an increase in glory and prosperity.;;;;;;;;;;;;;x
EVTDESCFKR320;Your fighters are not to be trifled with! Your army swells in both strength and spirit, and their glory is well known across the land!;;;;;;;;;;;;;x
palace_bureaucracy_bureaucracy_falls_to_average_TT;Your Palace Bureaucratic Efficiency falls to Average;;;;;;;;;;;;;x

###########Divine Birthright Events###########
hellenic_birthright;Divine Birthright;;;;;;;;;;;;;x
hellenic_birthright_desc;You are the offspring of a god and mortal and are thus different from your peers.;;;;;;;;;;;;;x

##Woman gets pursued
EVTDESCAFKP402;You stand before the divine, their eyes peering deep into yours. You are awed by their splendor, their radiance almost floors you as you approach [From.GetFirstName]. Their voice rings out like a bell in a dream, drawing you closer in a brilliant embrace. You accept them, and they accept you...;;;;;;;;;;;;;x
EVTDESCBFKP402;You rush to escape the grasp of [From.GetFirstName], but it is in vain. The divine stands before you dominant, and you quiver in fear before they force themselves upon you.;;;;;;;;;;;;;x
EVTOPTAFKP402;My gods!;;;;;;;;;;;;;x

EVTDESCAFKP403;You leave the company of your handmaidens and wander the halls of the palace wondering why your husband summoned you to the garden. You see him standing before the vines of the high garden wall, his eyes full of love as he beckons you towards him. He softly whispers "Fairest [Root.GetFullName], she who gleams like the morning star. You are my only... will you not take my arm? "Flattered, you took your husband arms, but there is a shiver as you touch his gleaming skin, was this really your husband? You stare up and instead of your husband it is [From.GetFirstName] embracing you with all of their frightening glory.;;;;;;;;;;;;;x
EVTDESCBFKP403;As you aimlessly walk throughout your garden, a humble shepherd begins to walk towards you. The shock you would have expected from a total stranger approaching is replaced by the shock of this man's unworldy beauty. You fall into his arms easily, look into his eyes, and realize that this is not ordinary shepherd. This is a god!;;;;;;;;;;;;;x
EVTDESCCFKP403;As you aimlessly walk throughout your garden, a humble shepherd begins to walk towards you. Although his beauty is almost godlike, you politely deny his offer to come with him as you wish to retire for the day, but this shepherd comes rushing forth at a speed unexpected with his eyes filled with bright and terrible lust, you suddently realized who stands before you, the god [From.GetFirstName]. You only have time to gasp before the world becomes a blur of light and darkness.;;;;;;;;;;;;;x
EVTOPTAFKP403;Fool that I was...;;;;;;;;;;;;;x

EVTDESCAFKP404;As you rest in your garden, a fairlimbed beast begins to lope towards you. Bemused by its courage, you reach out to pet it, but feel a presence greater than a simple beast. It is [From.GetFirstName]. You are awed by their splendor, their radiance almost floors you. A voice rings out like a shout in a dream, drawing you closer in a brilliant embrace. You accept them, and they accept you...;;;;;;;;;;;;;x
EVTDESCBFKP404;As you rest in your garden, a fairlimbed beast begins to lope towards you. Bemused by its courage, you reach out to pet it, but feel a presence greater than a simple beast. It is [From.GetFirstName]! You rush to escape the grasp of the god, but it is in vain. The divine stands before you dominant, and you quiver in fear before they force themselves upon you.;;;;;;;;;;;;;x
EVTOPTAFKP404;My gods!;;;;;;;;;;;;;x

##Divine Child
EVTDESCFKP405;Even while the child was only a wriggling swell inside your belly, you could tell that they was of the seed of gods. You took great trouble to ensure that this baby would come into this world unscathed. It is now time to welcome this child into the world.;;;;;;;;;;;;;x

EVTDESCFKP406;Because the nature of my parentage, I have grown to become a powerful demi-god whose divine blood outcompetes the best mortals around them. Of perfect health and of striking appearance, I am now an adult and will make a name for myself.;;;;;;;;;;;;;x
EVTOPTAFKP406;I shall triumph over man!;;;;;;;;;;;;;x

#Announce Divine Child
EVTTITLEFKP409;A Demi-God Rises!;;;;;;;;;;;;;x
EVTDESCFKP409;It is said that a god has visited themselves upon a mortal, [From.Mother.GetName], and that the product of their union has now been born! Though still a babe, the child may one day grow to be a great warrior and leader of men. A god's blood is a most potent advantage....;;;;;;;;;;;;;x
EVTOPTAFKP409;Wonders walk amongst us!;;;;;;;;;;;;;x
EVTOPTBFKP409;I know this person!;;;;;;;;;;;;;x

###########Apotheosis Event and Other related Greek Hero Events###########
hero_tomb_pilgrimage;Visit the Tomb of a Hero;;;;;;;;;;;;;x
hero_tomb_pilgrimage_desc;You desire to visit a tomb of a legendary hero...;;;;;;;;;;;;;x

EVTDESCFKA6;A Great Hero was laid to rest in your domain...;;;;;;;;;;;;;x
TT_HERO_FAMILY;It is an honor that I am related...;;;;;;;;;;;;;x
EVTOPTAFKA11_TT;You grab a handful of trinkets;;;;;;;;;;;;;x
EVTOPTBFKA11_TT;You find some valuable items;;;;;;;;;;;;;x

EVTTITLEFKA7;A Hero has Ascended!;;;;;;;;;;;;;x
EVTDESCFKA7;[hero_person.GetDynName] lived a glorious life, truly following the example of [hero_person.Religion.GetHighGodName]. [hero_person.GetSheHeCap] passed on [hero_person.GetDeathDate], and people have long wondered if [hero_person.GetSheHe] would be considered a hero of the [hero_person.Religion.GetGroupName] people or not. After many worshippers graced the tomb of [hero_person.GetFirstNameWithNick], it has been popularly declared that [hero_person.GetFirstNameWithNick] as a [hero_person.Religion.GetGroupName] who has indeed ascended into a state of apotheosis, celebrated by the people of [hero_capital.GetName] as well as by the [hero_person.Religion.GetGroupName] world as a whole.  \n\nWe can only wish to follow [hero_person.GetHerHis] example, and become worthy people in the eyes of [hero_person.Religion.GetHighGodName].;;;;;;;;;;;;;x
EVTOPTAFKA7;May they rest in glorious peace.;;;;;;;;;;;;;x

EVTDESCFKA8;[hero_person.PrimaryTitle.GetName] has seen a boost in the awe strucken masses who come to see the tomb of [hero_person.GetName], local merchants are seen selling emblems bearing the symbol of this prestigous hero's lineage and house. Among the crowd a bard with a lyre is seen recanting the legendary deeds of [hero_person.GetName] to a crowd of cheering people. You observe the tomb and decide what you need to do to maintain this hero's legacy.;;;;;;;;;;;;;x
EVTOPTAFKA8;This Tomb should befit a hero's honor!;;;;;;;;;;;;;
EVTOPTBFKA8;By [hero_person.Religion.GetGroupName], I shall donate to temples as well!;;;;;;;;;;;;;
EVTOPTCFKA8;This hero has done us a great service, I'll make an offering...;;;;;;;;;;;;;
EVTOPTDFKA8;Maybe I can pocket a bit of change. After all, they were born here...;;;;;;;;;;;;;
EVTOPTEFKA8;People of the [local_burial_tomb.province_hero.GetFirstNameWithNick] lets sing their deeds!;;;;;;;;;;;;;
